InvoiceNo,StockCode,CustomerID,InvoiceDate,Year,Month,YearMonth,Quantity,UnitPrice,Revenue,IsCancelled,Country
561036,21905,13137.0,2011-07-24 11:54:00,2011,7,2011-07,2,0.79,1.58,False,United Kingdom
561056,22650,13477.0,2011-07-24 13:17:00,2011,7,2011-07,12,1.45,17.4,False,United Kingdom
561099,22804,14100.0,2011-07-25 11:01:00,2011,7,2011-07,1,2.95,2.95,False,United Kingdom
561113,22189,17841.0,2011-07-25 12:09:00,2011,7,2011-07,10,3.95,39.5,False,United Kingdom
561197,20751,16364.0,2011-07-25 14:35:00,2011,7,2011-07,4,2.1,8.4,False,United Kingdom
561209,22813,,2011-07-25 16:57:00,2011,7,2011-07,2,4.13,8.26,False,United Kingdom
561209,82613C,,2011-07-25 16:57:00,2011,7,2011-07,1,2.46,2.46,False,United Kingdom
561209,84536B,,2011-07-25 16:57:00,2011,7,2011-07,1,0.42,0.42,False,United Kingdom
561214,21429,,2011-07-25 17:00:00,2011,7,2011-07,1,4.13,4.13,False,United Kingdom
561217,21218,,2011-07-25 17:09:00,2011,7,2011-07,2,8.29,16.58,False,United Kingdom
561217,22829,,2011-07-25 17:09:00,2011,7,2011-07,1,20.79,20.79,False,United Kingdom
561231,47566,15855.0,2011-07-26 10:20:00,2011,7,2011-07,8,4.95,39.6,False,United Kingdom
561247,23235,16592.0,2011-07-26 11:38:00,2011,7,2011-07,6,2.89,17.34,False,United Kingdom
561314,22291,16266.0,2011-07-26 12:36:00,2011,7,2011-07,12,1.45,17.4,False,United Kingdom
561320,20984,16942.0,2011-07-26 12:57:00,2011,7,2011-07,1,0.29,0.29,False,United Kingdom
561322,20724,15203.0,2011-07-26 13:03:00,2011,7,2011-07,10,0.85,8.5,False,United Kingdom
561352,22910,18094.0,2011-07-26 14:41:00,2011,7,2011-07,40,2.55,102.0,False,United Kingdom
561369,22268,,2011-07-26 16:21:00,2011,7,2011-07,2,0.63,1.26,False,United Kingdom
561371,21791,,2011-07-26 16:25:00,2011,7,2011-07,1,2.46,2.46,False,United Kingdom
561465,22869,16447.0,2011-07-27 12:45:00,2011,7,2011-07,1,1.95,1.95,False,United Kingdom
561515,21311,,2011-07-27 15:16:00,2011,7,2011-07,1,3.29,3.29,False,United Kingdom
561515,23034,,2011-07-27 15:16:00,2011,7,2011-07,2,3.29,6.58,False,United Kingdom
561642,23301,17965.0,2011-07-28 15:04:00,2011,7,2011-07,3,1.65,4.949999999999999,False,United Kingdom
561650,22959,15329.0,2011-07-28 15:31:00,2011,7,2011-07,25,0.42,10.5,False,United Kingdom
561658,22320,12743.0,2011-07-28 16:06:00,2011,7,2011-07,1,5.95,5.95,False,Unspecified
561692,21912,14143.0,2011-07-29 09:48:00,2011,7,2011-07,4,3.75,15.0,False,United Kingdom
561693,23550,15120.0,2011-07-29 09:48:00,2011,7,2011-07,25,0.42,10.5,False,United Kingdom
561704,22325,14606.0,2011-07-29 11:07:00,2011,7,2011-07,1,4.95,4.95,False,United Kingdom
561794,21929,12921.0,2011-07-29 13:11:00,2011,7,2011-07,10,2.08,20.8,False,United Kingdom
561797,20726,13178.0,2011-07-29 13:37:00,2011,7,2011-07,30,1.65,49.5,False,United Kingdom
561797,22149,13178.0,2011-07-29 13:37:00,2011,7,2011-07,6,2.1,12.600000000000001,False,United Kingdom
561799,22485,15776.0,2011-07-29 13:46:00,2011,7,2011-07,2,12.75,25.5,False,United Kingdom
561870,22608,14911.0,2011-07-31 11:45:00,2011,7,2011-07,36,0.19,6.84,False,EIRE
561873,22147,13316.0,2011-07-31 11:48:00,2011,7,2011-07,40,1.25,50.0,False,United Kingdom
561873,22568,13316.0,2011-07-31 11:48:00,2011,7,2011-07,24,3.39,81.36,False,United Kingdom
561874,22631,16255.0,2011-07-31 12:02:00,2011,7,2011-07,1,1.95,1.95,False,United Kingdom
561887,21845,14414.0,2011-07-31 13:33:00,2011,7,2011-07,72,0.79,56.88,False,United Kingdom
561894,23146,14456.0,2011-07-31 15:00:00,2011,7,2011-07,1,3.29,3.29,False,United Kingdom
561894,22096,14456.0,2011-07-31 15:00:00,2011,7,2011-07,1,0.39,0.39,False,United Kingdom
561894,84731,14456.0,2011-07-31 15:00:00,2011,7,2011-07,1,0.39,0.39,False,United Kingdom
561894,22277,14456.0,2011-07-31 15:00:00,2011,7,2011-07,1,2.1,2.1,False,United Kingdom
561911,22082,12534.0,2011-08-01 10:26:00,2011,8,2011-08,10,1.65,16.5,False,Germany
561915,84947,14408.0,2011-08-01 11:23:00,2011,8,2011-08,6,1.25,7.5,False,United Kingdom
561926,23227,12749.0,2011-08-01 12:48:00,2011,8,2011-08,24,1.25,30.0,False,United Kingdom
562014,21155,14341.0,2011-08-01 14:05:00,2011,8,2011-08,6,2.55,15.299999999999999,False,United Kingdom
562031,22811,16984.0,2011-08-01 17:37:00,2011,8,2011-08,2,2.95,5.9,False,United Kingdom
562046,22631,12378.0,2011-08-02 10:34:00,2011,8,2011-08,12,1.95,23.4,False,Switzerland
562049,22113,14133.0,2011-08-02 11:33:00,2011,8,2011-08,8,3.75,30.0,False,United Kingdom
562104,23168,,2011-08-02 14:31:00,2011,8,2011-08,11,3.29,36.19,False,United Kingdom
562106,21786,14076.0,2011-08-02 15:19:00,2011,8,2011-08,1,0.42,0.42,False,United Kingdom
C562139,84978,12921.0,2011-08-03 10:10:00,2011,8,2011-08,-1,1.25,-1.25,True,United Kingdom
562156,72741,14401.0,2011-08-03 11:35:00,2011,8,2011-08,18,1.45,26.099999999999998,False,United Kingdom
562161,23201,17841.0,2011-08-03 11:58:00,2011,8,2011-08,1,2.08,2.08,False,United Kingdom
562162,22890,12841.0,2011-08-03 12:03:00,2011,8,2011-08,1,9.95,9.95,False,United Kingdom
562199,23192,12748.0,2011-08-03 12:20:00,2011,8,2011-08,2,1.65,3.3,False,United Kingdom
562199,21232,12748.0,2011-08-03 12:20:00,2011,8,2011-08,2,1.25,2.5,False,United Kingdom
562264,84380,,2011-08-03 16:14:00,2011,8,2011-08,2,2.46,4.92,False,United Kingdom
562282,23232,13098.0,2011-08-04 10:38:00,2011,8,2011-08,50,0.42,21.0,False,United Kingdom
562339,20724,13571.0,2011-08-04 11:59:00,2011,8,2011-08,4,0.85,3.4,False,United Kingdom
562341,22385,15005.0,2011-08-04 12:13:00,2011,8,2011-08,2,2.08,4.16,False,United Kingdom
562346,20728,16187.0,2011-08-04 12:14:00,2011,8,2011-08,20,1.65,33.0,False,United Kingdom
562348,23051,17511.0,2011-08-04 12:36:00,2011,8,2011-08,2,8.25,16.5,False,United Kingdom
562371,22627,13709.0,2011-08-04 14:30:00,2011,8,2011-08,2,8.5,17.0,False,United Kingdom
562377,23165,14535.0,2011-08-04 15:04:00,2011,8,2011-08,6,1.65,9.899999999999999,False,United Kingdom
562454,84510C,15128.0,2011-08-05 10:31:00,2011,8,2011-08,10,1.25,12.5,False,United Kingdom
562457,23309,18079.0,2011-08-05 11:00:00,2011,8,2011-08,24,0.55,13.200000000000001,False,United Kingdom
562517,23307,15719.0,2011-08-05 12:27:00,2011,8,2011-08,12,0.55,6.6000000000000005,False,United Kingdom
562517,21990,15719.0,2011-08-05 12:27:00,2011,8,2011-08,2,1.25,2.5,False,United Kingdom
562539,23163,17220.0,2011-08-05 15:30:00,2011,8,2011-08,3,2.49,7.470000000000001,False,United Kingdom
562539,21948,17220.0,2011-08-05 15:30:00,2011,8,2011-08,4,1.25,5.0,False,United Kingdom
562542,22031,17377.0,2011-08-05 15:40:00,2011,8,2011-08,12,0.42,5.04,False,United Kingdom
562558,23185,13451.0,2011-08-05 16:43:00,2011,8,2011-08,6,0.29,1.7399999999999998,False,United Kingdom
562570,22047,14079.0,2011-08-07 12:10:00,2011,8,2011-08,25,0.42,10.5,False,United Kingdom
562574,22469,14903.0,2011-08-07 12:42:00,2011,8,2011-08,4,1.65,6.6,False,United Kingdom
562593,22352,16549.0,2011-08-07 15:43:00,2011,8,2011-08,2,2.55,5.1,False,United Kingdom
562610,21891,16333.0,2011-08-08 11:56:00,2011,8,2011-08,432,1.25,540.0,False,United Kingdom
562616,23188,14748.0,2011-08-08 12:28:00,2011,8,2011-08,12,1.65,19.799999999999997,False,United Kingdom
562649,21985,14606.0,2011-08-08 13:11:00,2011,8,2011-08,4,0.29,1.16,False,United Kingdom
562649,82486,14606.0,2011-08-08 13:11:00,2011,8,2011-08,1,8.95,8.95,False,United Kingdom
562649,82580,14606.0,2011-08-08 13:11:00,2011,8,2011-08,3,0.55,1.6500000000000001,False,United Kingdom
562670,20914,14911.0,2011-08-08 13:42:00,2011,8,2011-08,6,2.95,17.700000000000003,False,EIRE
562688,20728,13869.0,2011-08-08 13:53:00,2011,8,2011-08,4,1.65,6.6,False,United Kingdom
562715,22945,,2011-08-08 15:34:00,2011,8,2011-08,6,1.8,10.8,False,United Kingdom
562716,20725,14257.0,2011-08-08 15:35:00,2011,8,2011-08,20,1.65,33.0,False,United Kingdom
562717,22197,,2011-08-08 15:42:00,2011,8,2011-08,8,1.63,13.04,False,United Kingdom
562717,22784,,2011-08-08 15:42:00,2011,8,2011-08,1,10.79,10.79,False,United Kingdom
562771,84988,13113.0,2011-08-09 12:00:00,2011,8,2011-08,16,1.45,23.2,False,United Kingdom
562839,20981,14056.0,2011-08-09 16:17:00,2011,8,2011-08,2,0.85,1.7,False,United Kingdom
562844,22625,12444.0,2011-08-10 08:41:00,2011,8,2011-08,6,8.5,51.0,False,Norway
562846,84692,,2011-08-10 09:29:00,2011,8,2011-08,25,1.63,40.75,False,United Kingdom
562850,22356,14680.0,2011-08-10 10:08:00,2011,8,2011-08,30,0.85,25.5,False,United Kingdom
562890,23298,14191.0,2011-08-10 12:11:00,2011,8,2011-08,6,4.95,29.700000000000003,False,United Kingdom
562916,84803B,,2011-08-10 13:41:00,2011,8,2011-08,2,1.69,3.38,False,United Kingdom
562922,20728,12594.0,2011-08-10 14:26:00,2011,8,2011-08,20,1.65,33.0,False,Italy
562928,22710,15494.0,2011-08-10 15:29:00,2011,8,2011-08,25,0.42,10.5,False,United Kingdom
562928,84926D,15494.0,2011-08-10 15:29:00,2011,8,2011-08,24,0.29,6.959999999999999,False,United Kingdom
562933,22295,,2011-08-10 16:51:00,2011,8,2011-08,1,3.29,3.29,False,United Kingdom
562933,22310,,2011-08-10 16:51:00,2011,8,2011-08,1,3.29,3.29,False,United Kingdom
562933,22697,,2011-08-10 16:51:00,2011,8,2011-08,1,5.79,5.79,False,United Kingdom
562934,22698,,2011-08-10 16:56:00,2011,8,2011-08,2,5.79,11.58,False,United Kingdom
C562952,23244,12749.0,2011-08-11 10:10:00,2011,8,2011-08,-2,1.95,-3.9,True,United Kingdom
562955,22698,,2011-08-11 10:14:00,2011,8,2011-08,12,5.79,69.48,False,United Kingdom
562955,21257,,2011-08-11 10:14:00,2011,8,2011-08,6,15.79,94.74,False,United Kingdom
562964,22457,13488.0,2011-08-11 10:29:00,2011,8,2011-08,6,2.95,17.700000000000003,False,United Kingdom
562980,23083,17686.0,2011-08-11 11:44:00,2011,8,2011-08,6,3.75,22.5,False,United Kingdom
563018,16169E,13427.0,2011-08-11 12:53:00,2011,8,2011-08,25,0.42,10.5,False,United Kingdom
563076,21787,14646.0,2011-08-11 16:12:00,2011,8,2011-08,144,0.65,93.60000000000001,False,Netherlands
563095,21703,13158.0,2011-08-12 09:04:00,2011,8,2011-08,12,0.42,5.04,False,United Kingdom
563189,47566,12682.0,2011-08-12 15:22:00,2011,8,2011-08,4,4.95,19.8,False,France
563193,23182,,2011-08-12 16:30:00,2011,8,2011-08,1,2.46,2.46,False,United Kingdom
563213,21673,16115.0,2011-08-14 12:55:00,2011,8,2011-08,6,1.25,7.5,False,United Kingdom
563217,20718,13515.0,2011-08-14 13:21:00,2011,8,2011-08,10,1.25,12.5,False,United Kingdom
563229,21135,17988.0,2011-08-14 15:35:00,2011,8,2011-08,1,1.69,1.69,False,United Kingdom
563238,22120,15093.0,2011-08-15 09:59:00,2011,8,2011-08,12,8.5,102.0,False,United Kingdom
563248,84978,14702.0,2011-08-15 11:30:00,2011,8,2011-08,6,1.25,7.5,False,United Kingdom
563404,22630,16303.0,2011-08-16 11:04:00,2011,8,2011-08,12,1.95,23.4,False,United Kingdom
563404,20970,16303.0,2011-08-16 11:04:00,2011,8,2011-08,8,3.75,30.0,False,United Kingdom
563425,23320,15140.0,2011-08-16 11:37:00,2011,8,2011-08,24,2.89,69.36,False,United Kingdom
563430,22297,14918.0,2011-08-16 11:50:00,2011,8,2011-08,24,1.25,30.0,False,United Kingdom
563430,21710,14918.0,2011-08-16 11:50:00,2011,8,2011-08,8,4.95,39.6,False,United Kingdom
563444,20654,16033.0,2011-08-16 13:50:00,2011,8,2011-08,4,1.25,5.0,False,United Kingdom
563477,23292,17097.0,2011-08-16 15:39:00,2011,8,2011-08,1,1.25,1.25,False,Spain
563500,22915,15856.0,2011-08-16 17:25:00,2011,8,2011-08,120,0.36,43.199999999999996,False,United Kingdom
563534,22851,14323.0,2011-08-17 11:37:00,2011,8,2011-08,12,0.85,10.2,False,United Kingdom
563540,22080,12473.0,2011-08-17 12:04:00,2011,8,2011-08,10,1.65,16.5,False,Germany
563540,22418,12473.0,2011-08-17 12:04:00,2011,8,2011-08,24,0.85,20.4,False,Germany
563555,21500,16755.0,2011-08-17 13:21:00,2011,8,2011-08,25,0.42,10.5,False,United Kingdom
563557,21790,15786.0,2011-08-17 13:33:00,2011,8,2011-08,12,0.85,10.2,False,United Kingdom
563557,22558,15786.0,2011-08-17 13:33:00,2011,8,2011-08,12,1.65,19.799999999999997,False,United Kingdom
563557,22907,15786.0,2011-08-17 13:33:00,2011,8,2011-08,12,0.85,10.2,False,United Kingdom
563557,21977,15786.0,2011-08-17 13:33:00,2011,8,2011-08,24,0.55,13.200000000000001,False,United Kingdom
563557,23031,15786.0,2011-08-17 13:33:00,2011,8,2011-08,24,1.65,39.599999999999994,False,United Kingdom
563557,22488,15786.0,2011-08-17 13:33:00,2011,8,2011-08,12,1.65,19.799999999999997,False,United Kingdom
563565,23168,17338.0,2011-08-17 14:22:00,2011,8,2011-08,3,1.25,3.75,False,United Kingdom
563580,22530,16706.0,2011-08-17 15:53:00,2011,8,2011-08,1,0.42,0.42,False,United Kingdom
563585,22501,17070.0,2011-08-17 17:01:00,2011,8,2011-08,2,9.95,19.9,False,United Kingdom
C563606,22846,13925.0,2011-08-18 06:30:00,2011,8,2011-08,-1,16.95,-16.95,True,United Kingdom
563638,22315,15311.0,2011-08-18 10:36:00,2011,8,2011-08,96,1.06,101.76,False,United Kingdom
563712,22728,12680.0,2011-08-18 15:44:00,2011,8,2011-08,4,3.75,15.0,False,France
563745,22115,15159.0,2011-08-19 09:38:00,2011,8,2011-08,12,0.79,9.48,False,United Kingdom
563808,21156,12626.0,2011-08-19 11:46:00,2011,8,2011-08,8,1.95,15.6,False,Germany
563830,21391,16638.0,2011-08-19 12:20:00,2011,8,2011-08,24,0.75,18.0,False,United Kingdom
563844,22469,17725.0,2011-08-19 14:04:00,2011,8,2011-08,12,1.65,19.799999999999997,False,United Kingdom
563909,85204,15701.0,2011-08-21 12:36:00,2011,8,2011-08,5,0.12,0.6,False,United Kingdom
563920,21671,16407.0,2011-08-21 14:00:00,2011,8,2011-08,12,1.25,15.0,False,United Kingdom
563944,85099C,17581.0,2011-08-22 10:08:00,2011,8,2011-08,10,2.08,20.8,False,United Kingdom
564093,22770,14930.0,2011-08-23 10:29:00,2011,8,2011-08,2,14.95,29.9,False,Channel Islands
564093,23270,14930.0,2011-08-23 10:29:00,2011,8,2011-08,12,1.45,17.4,False,Channel Islands
564167,23206,17735.0,2011-08-23 13:50:00,2011,8,2011-08,20,1.65,33.0,False,United Kingdom
564198,21787,14418.0,2011-08-23 17:18:00,2011,8,2011-08,2,0.85,1.7,False,United Kingdom
564300,22984,16723.0,2011-08-24 11:31:00,2011,8,2011-08,12,0.42,5.04,False,United Kingdom
564300,23346,16723.0,2011-08-24 11:31:00,2011,8,2011-08,4,1.25,5.0,False,United Kingdom
564305,21210,14875.0,2011-08-24 12:20:00,2011,8,2011-08,12,1.45,17.4,False,United Kingdom
564315,23346,14730.0,2011-08-24 13:07:00,2011,8,2011-08,4,1.25,5.0,False,United Kingdom
564315,23319,14730.0,2011-08-24 13:07:00,2011,8,2011-08,2,2.49,4.98,False,United Kingdom
564322,22355,13694.0,2011-08-24 13:23:00,2011,8,2011-08,100,0.72,72.0,False,United Kingdom
564353,22945,15764.0,2011-08-24 15:08:00,2011,8,2011-08,24,0.85,20.4,False,United Kingdom
564356,23241,13969.0,2011-08-24 15:47:00,2011,8,2011-08,6,2.08,12.48,False,United Kingdom
564373,22627,15290.0,2011-08-25 09:56:00,2011,8,2011-08,6,8.5,51.0,False,United Kingdom
564383,23245,15251.0,2011-08-25 10:49:00,2011,8,2011-08,16,4.15,66.4,False,United Kingdom
564429,22610,16638.0,2011-08-25 11:31:00,2011,8,2011-08,36,0.19,6.84,False,United Kingdom
564436,23004,17841.0,2011-08-25 12:06:00,2011,8,2011-08,1,0.42,0.42,False,United Kingdom
564479,22385,12682.0,2011-08-25 13:12:00,2011,8,2011-08,10,2.08,20.8,False,France
564483,22435,14050.0,2011-08-25 13:46:00,2011,8,2011-08,12,1.25,15.0,False,United Kingdom
564483,22333,14050.0,2011-08-25 13:46:00,2011,8,2011-08,8,1.65,13.2,False,United Kingdom
564489,23255,15950.0,2011-08-25 14:13:00,2011,8,2011-08,4,4.15,16.6,False,United Kingdom
564539,85099B,12715.0,2011-08-25 15:22:00,2011,8,2011-08,10,2.08,20.8,False,Sweden
564556,23148,12748.0,2011-08-25 19:48:00,2011,8,2011-08,2,0.83,1.66,False,United Kingdom
564565,21975,14911.0,2011-08-26 10:50:00,2011,8,2011-08,24,0.55,13.200000000000001,False,EIRE
564642,22536,13527.0,2011-08-26 13:22:00,2011,8,2011-08,24,0.42,10.08,False,United Kingdom
564646,22327,,2011-08-26 13:39:00,2011,8,2011-08,1,6.63,6.63,False,United Kingdom
564727,22796,16686.0,2011-08-28 12:31:00,2011,8,2011-08,2,9.95,19.9,False,United Kingdom
564727,21544,16686.0,2011-08-28 12:31:00,2011,8,2011-08,4,0.85,3.4,False,United Kingdom
564754,23301,,2011-08-30 10:29:00,2011,8,2011-08,1,3.29,3.29,False,United Kingdom
564755,22646,,2011-08-30 10:31:00,2011,8,2011-08,1,3.29,3.29,False,United Kingdom
564755,84992,,2011-08-30 10:31:00,2011,8,2011-08,1,1.25,1.25,False,United Kingdom
564756,84031A,,2011-08-30 10:33:00,2011,8,2011-08,1,4.13,4.13,False,United Kingdom
564757,22357,,2011-08-30 10:36:00,2011,8,2011-08,1,4.13,4.13,False,United Kingdom
564818,21246,,2011-08-30 12:10:00,2011,8,2011-08,12,4.13,49.56,False,United Kingdom
564818,22356,,2011-08-30 12:10:00,2011,8,2011-08,5,1.63,8.149999999999999,False,United Kingdom
564818,22383,,2011-08-30 12:10:00,2011,8,2011-08,2,4.13,8.26,False,United Kingdom
564818,23308,,2011-08-30 12:10:00,2011,8,2011-08,1,1.25,1.25,False,United Kingdom
564818,85078,,2011-08-30 12:10:00,2011,8,2011-08,1,1.63,1.63,False,United Kingdom
564825,22303,,2011-08-30 12:26:00,2011,8,2011-08,1,4.96,4.96,False,United Kingdom
564825,23188,,2011-08-30 12:26:00,2011,8,2011-08,3,3.29,9.870000000000001,False,United Kingdom
564835,22960,,2011-08-30 12:31:00,2011,8,2011-08,1,8.29,8.29,False,United Kingdom
564837,23323,,2011-08-30 12:40:00,2011,8,2011-08,1,4.13,4.13,False,United Kingdom
564838,22209,,2011-08-30 12:43:00,2011,8,2011-08,1,3.29,3.29,False,United Kingdom
564838,23087,,2011-08-30 12:43:00,2011,8,2011-08,3,2.46,7.38,False,United Kingdom
564840,22947,,2011-08-30 12:49:00,2011,8,2011-08,1,16.63,16.63,False,United Kingdom
564848,23033,16928.0,2011-08-30 15:37:00,2011,8,2011-08,6,1.45,8.7,False,United Kingdom
564848,22775,16928.0,2011-08-30 15:37:00,2011,8,2011-08,60,1.25,75.0,False,United Kingdom
564850,22189,17298.0,2011-08-30 16:43:00,2011,8,2011-08,2,3.95,7.9,False,United Kingdom
564855,85099B,16746.0,2011-08-31 09:10:00,2011,8,2011-08,10,2.08,20.8,False,United Kingdom
564857,21430,,2011-08-31 09:23:00,2011,8,2011-08,6,7.46,44.76,False,United Kingdom
564872,22197,16083.0,2011-08-31 10:47:00,2011,8,2011-08,100,0.72,72.0,False,United Kingdom
564901,22231,15690.0,2011-08-31 11:40:00,2011,8,2011-08,12,0.59,7.08,False,United Kingdom
564904,23263,15984.0,2011-08-31 12:11:00,2011,8,2011-08,12,1.25,15.0,False,United Kingdom
564961,23060,14525.0,2011-08-31 14:28:00,2011,8,2011-08,6,2.08,12.48,False,United Kingdom
564974,22672,,2011-08-31 15:32:00,2011,8,2011-08,1,3.29,3.29,False,United Kingdom
564974,22840,,2011-08-31 15:32:00,2011,8,2011-08,1,15.79,15.79,False,United Kingdom
564976,22151,17315.0,2011-08-31 15:49:00,2011,8,2011-08,48,0.42,20.16,False,United Kingdom
565014,23206,16180.0,2011-08-31 16:28:00,2011,8,2011-08,30,1.65,49.5,False,United Kingdom
565117,84879,13089.0,2011-09-01 11:33:00,2011,9,2011-09,40,1.69,67.6,False,United Kingdom
565129,22896,15719.0,2011-09-01 12:41:00,2011,9,2011-09,2,2.55,5.1,False,United Kingdom
565150,84660B,14298.0,2011-09-01 14:26:00,2011,9,2011-09,86,0.79,67.94,False,United Kingdom
565150,23325,14298.0,2011-09-01 14:26:00,2011,9,2011-09,12,1.45,17.4,False,United Kingdom
565207,22508,16764.0,2011-09-01 16:46:00,2011,9,2011-09,2,3.75,7.5,False,United Kingdom
565231,20979,,2011-09-02 09:26:00,2011,9,2011-09,1,2.46,2.46,False,United Kingdom
565232,22811,,2011-09-02 09:30:00,2011,9,2011-09,2,5.79,11.58,False,United Kingdom
565234,84596B,,2011-09-02 09:38:00,2011,9,2011-09,2,0.83,1.66,False,United Kingdom
565235,22709,13418.0,2011-09-02 09:43:00,2011,9,2011-09,25,0.42,10.5,False,United Kingdom
565235,23297,13418.0,2011-09-02 09:43:00,2011,9,2011-09,16,1.65,26.4,False,United Kingdom
565303,22529,,2011-09-02 12:17:00,2011,9,2011-09,2,0.42,0.84,False,Unspecified
565320,23204,16745.0,2011-09-02 13:10:00,2011,9,2011-09,32,0.85,27.2,False,United Kingdom
565331,22791,16674.0,2011-09-02 13:59:00,2011,9,2011-09,12,1.25,15.0,False,United Kingdom
565338,23293,14948.0,2011-09-02 14:39:00,2011,9,2011-09,8,0.83,6.64,False,United Kingdom
565378,22112,,2011-09-02 15:16:00,2011,9,2011-09,8,12.46,99.68,False,United Kingdom
565396,20733,,2011-09-02 16:39:00,2011,9,2011-09,1,0.83,0.83,False,United Kingdom
565396,21916,,2011-09-02 16:39:00,2011,9,2011-09,1,0.83,0.83,False,United Kingdom
565397,22937,14171.0,2011-09-02 16:43:00,2011,9,2011-09,1,2.55,2.55,False,United Kingdom
565409,21124,16761.0,2011-09-04 11:15:00,2011,9,2011-09,24,1.25,30.0,False,United Kingdom
565410,22835,14691.0,2011-09-04 11:17:00,2011,9,2011-09,4,4.65,18.6,False,United Kingdom
565426,23191,12851.0,2011-09-04 12:41:00,2011,9,2011-09,1,1.65,1.65,False,United Kingdom
565431,23196,14965.0,2011-09-04 13:15:00,2011,9,2011-09,5,1.45,7.25,False,United Kingdom
565432,71477,16241.0,2011-09-04 13:16:00,2011,9,2011-09,1,3.95,3.95,False,United Kingdom
565434,17021,12867.0,2011-09-04 13:35:00,2011,9,2011-09,36,0.3,10.799999999999999,False,United Kingdom
565470,22077,12576.0,2011-09-05 10:06:00,2011,9,2011-09,12,1.65,19.799999999999997,False,Poland
565472,79321,16255.0,2011-09-05 10:15:00,2011,9,2011-09,2,5.75,11.5,False,United Kingdom
565519,22698,12502.0,2011-09-05 11:52:00,2011,9,2011-09,6,2.95,17.700000000000003,False,Spain
565541,23347,14159.0,2011-09-05 12:00:00,2011,9,2011-09,3,1.25,3.75,False,United Kingdom
565541,22398,14159.0,2011-09-05 12:00:00,2011,9,2011-09,4,0.39,1.56,False,United Kingdom
565665,22646,15856.0,2011-09-05 17:44:00,2011,9,2011-09,4,1.45,5.8,False,United Kingdom
565682,21700,14796.0,2011-09-06 10:42:00,2011,9,2011-09,6,0.85,5.1,False,United Kingdom
565766,21908,17841.0,2011-09-06 14:23:00,2011,9,2011-09,1,2.1,2.1,False,United Kingdom
565776,21929,15311.0,2011-09-06 14:38:00,2011,9,2011-09,3,2.08,6.24,False,United Kingdom
565840,22670,,2011-09-07 12:02:00,2011,9,2011-09,2,2.46,4.92,False,United Kingdom
565841,22555,,2011-09-07 12:04:00,2011,9,2011-09,1,3.29,3.29,False,United Kingdom
C565848,22697,14606.0,2011-09-07 12:48:00,2011,9,2011-09,-2,2.95,-5.9,True,United Kingdom
565851,23145,14911.0,2011-09-07 13:06:00,2011,9,2011-09,12,0.95,11.399999999999999,False,EIRE
565854,21564,12490.0,2011-09-07 13:22:00,2011,9,2011-09,6,2.95,17.700000000000003,False,France
565856,21922,17345.0,2011-09-07 14:09:00,2011,9,2011-09,1,7.95,7.95,False,United Kingdom
565857,21216,14911.0,2011-09-07 14:13:00,2011,9,2011-09,4,4.95,19.8,False,EIRE
565901,85099B,13798.0,2011-09-07 15:34:00,2011,9,2011-09,100,1.79,179.0,False,United Kingdom
565920,23158,15298.0,2011-09-08 08:56:00,2011,9,2011-09,12,2.08,24.96,False,United Kingdom
565924,84818,13026.0,2011-09-08 10:01:00,2011,9,2011-09,24,0.79,18.96,False,United Kingdom
565927,22464,,2011-09-08 10:08:00,2011,9,2011-09,12,1.65,19.799999999999997,False,EIRE
565927,84843,,2011-09-08 10:08:00,2011,9,2011-09,4,5.95,23.8,False,EIRE
565967,22556,14646.0,2011-09-08 11:27:00,2011,9,2011-09,12,1.65,19.799999999999997,False,Netherlands
566005,22412,16426.0,2011-09-08 11:56:00,2011,9,2011-09,4,2.1,8.4,False,United Kingdom
566010,22835,13700.0,2011-09-08 12:05:00,2011,9,2011-09,2,4.95,9.9,False,United Kingdom
566018,21533,13137.0,2011-09-08 12:42:00,2011,9,2011-09,2,4.95,9.9,False,United Kingdom
566019,47559B,17243.0,2011-09-08 12:44:00,2011,9,2011-09,4,1.25,5.0,False,United Kingdom
566033,22633,16031.0,2011-09-08 13:07:00,2011,9,2011-09,3,2.1,6.300000000000001,False,United Kingdom
566041,23197,13814.0,2011-09-08 13:48:00,2011,9,2011-09,12,1.45,17.4,False,Germany
566074,22138,12535.0,2011-09-09 08:48:00,2011,9,2011-09,6,4.95,29.700000000000003,False,France
566082,23119,16293.0,2011-09-09 10:09:00,2011,9,2011-09,12,0.62,7.4399999999999995,False,United Kingdom
566164,22041,,2011-09-09 11:56:00,2011,9,2011-09,6,5.79,34.74,False,United Kingdom
566164,20728,,2011-09-09 11:56:00,2011,9,2011-09,14,4.96,69.44,False,United Kingdom
566171,20725,18118.0,2011-09-09 12:22:00,2011,9,2011-09,2,1.65,3.3,False,United Kingdom
566171,22169,18118.0,2011-09-09 12:22:00,2011,9,2011-09,1,8.5,8.5,False,United Kingdom
566195,21877,12433.0,2011-09-09 13:44:00,2011,9,2011-09,12,1.25,15.0,False,Norway
566195,16014,12433.0,2011-09-09 13:44:00,2011,9,2011-09,20,0.42,8.4,False,Norway
566202,23412,15652.0,2011-09-09 14:22:00,2011,9,2011-09,4,7.5,30.0,False,United Kingdom
566203,23035,16362.0,2011-09-09 14:47:00,2011,9,2011-09,1,1.45,1.45,False,United Kingdom
